Latitude,Longitude,Type,Land Cover,Elevation,Slope,January mean temperature,January precipitation
61.34324,-143.45918,1,11,383.9573974609375,6.451613653379673,-133.0,66.0
61.34633,-143.09568,1,11,468.385009765625,2.3139913724903125,-144.0,62.0
61.3484,-143.63027,1,42,385.4247131347656,3.389520266831129,-137.0,62.0
61.3527,-142.60397,1,42,470.5636901855469,5.857842583505317,-154.0,61.0
61.35293,-143.1256,1,90,478.784423828125,5.66222742144272,-144.0,62.0
61.35329,-143.65334,1,42,386.8444213867188,12.465105499869674,-137.0,62.0
61.36196,-143.43164,1,11,418.568115234375,4.296545683061581,-140.0,62.0
61.36579,-143.44451,1,42,421.9260559082031,4.603508079096363,-141.0,62.0
61.3712,-143.56066,1,11,450.6400146484375,16.44545815574974,-140.0,61.0
61.37175,-143.59205,1,42,443.2195739746094,3.846482126569613,-140.0,61.0
61.37205,-143.70967,1,90,386.2750244140625,0.9998972127887508,-139.0,61.0
61.39033,-142.57216,1,90,484.26898193359375,6.374988848862893,-157.0,60.0
61.39196,-142.56572,1,90,484.8531188964844,1.3972364734184823,-158.0,59.0
61.39765,-143.69435,1,90,392.1014709472656,8.804680256002992,-141.0,60.0
61.40197,-143.75842,1,42,387.7576293945313,11.382144796794408,-140.0,59.0
61.40424,-143.79688,1,42,373.1716613769531,21.93850827123292,-141.0,58.0
61.41379,-143.74713,1,42,399.83782958984375,2.3419829348147205,-141.0,58.0
61.42905,-144.06814,1,42,304.6995849609375,10.614004532776976,-142.0,56.0
61.43717,-144.05317,1,11,388.2501525878906,18.588396912592152,-146.0,54.0
61.45682,-143.79789,1,42,470.3101806640625,7.134748088844956,-150.0,53.0
61.45766,-143.79613,1,90,470.2095947265625,8.815542503153269,-150.0,53.0
61.46044,-143.81091,1,42,469.0816650390625,5.056756868028957,-152.0,51.0
61.46329,-143.80787,1,90,469.1429138183594,18.83678498512076,-148.0,53.0
61.46706,-143.91372,1,90,407.64892578125,8.466753122185418,-148.0,53.0
61.4677,-143.92402,1,42,406.9818420410156,4.927923579494392,-148.0,53.0
61.47189,-143.82464,1,90,489.8589172363281,2.748300642124739,-150.0,52.0
61.47318,-144.00236,1,71,378.4841918945313,3.3503005081472423,-148.0,52.0
61.47589,-143.97422,1,11,417.1702270507813,17.879871918706627,-149.0,52.0
61.47759,-144.02459,1,90,354.71630859375,3.8899848648221553,-147.0,52.0
62.1669,-145.4707,0,90,482.9585876464844,0.6865561458153546,-212.0,13.0
62.26365,-143.37866,1,11,1112.0435791015625,3.672979249087896,-213.0,23.0
62.27224,-142.9565,1,90,956.302490234375,7.218203207934629,-222.0,22.0
62.2798,-141.16929,1,11,816.493896484375,0.580263008299764,-270.0,17.0
62.28529,-141.17936,1,90,816.9724731445312,0.3887981013767108,-269.0,17.0
62.2921,-142.96188,1,11,953.864501953125,5.388629244395723,-223.0,22.0
62.33625,-142.95524,1,42,836.671630859375,12.794234416101542,-221.0,22.0
62.4,-142.7,1,52,842.650146484375,6.646884862082035,-233.0,20.0
62.4009,-145.1575,0,42,580.4119262695312,0.2426380191263225,-216.0,12.0
62.40652,-143.72541,1,90,924.234619140625,12.406511826229355,-204.0,21.0
62.40741,-143.72863,1,90,923.1130981445312,12.516447502664196,-204.0,21.0
62.41226,-142.89681,1,11,805.87060546875,13.461135860292828,-228.0,20.0
62.41401,-143.72003,1,52,924.4195556640624,4.342811547226951,-204.0,21.0
62.42918,-141.35901,1,42,754.9630737304688,5.381362919624352,-271.0,15.0
62.43088,-143.59217,1,90,945.8955688476562,8.764322235295982,-206.0,21.0
62.43142,-141.3408,1,90,755.435302734375,9.73477044702252,-272.0,15.0
62.43263,-141.34193,1,90,754.796142578125,16.23626258539039,-272.0,15.0
62.4329,-141.35612,1,90,754.2447509765625,5.334793210523958,-271.0,15.0
62.43363,-141.36637,1,90,754.6522216796875,4.542970550074266,-272.0,15.0
62.43549,-141.35594,1,90,760.2728271484375,3.1979741838456013,-272.0,15.0
62.43746,-143.61857,1,90,908.4100952148438,5.319688703236047,-206.0,21.0
62.4406,-143.70223,1,52,895.8760375976562,5.63756588542185,-204.0,21.0
62.44968,-142.76739,1,11,795.8779907226562,14.917862180091442,-232.0,20.0
62.45853,-143.47318,1,90,955.2958984375,6.500599720327303,-215.0,20.0
62.46528,-143.67173,1,11,882.7394409179688,25.2456799701929,-204.0,21.0
62.46688,-143.49863,1,52,958.0765991210938,2.996233242985059,-214.0,20.0
62.46918,-143.49355,1,52,956.9966430664062,2.6645397381376417,-213.0,20.0
62.4728,-143.47372,1,90,954.0729370117188,3.9313591917011577,-215.0,20.0
62.47779,-143.40033,1,11,894.171630859375,3.5771507043342408,-214.0,20.0
62.47864,-142.58703,1,11,655.9422607421875,6.588589165114638,-238.0,19.0
62.48357,-143.53441,1,90,957.3740234375,1.4636177188467443,-212.0,20.0
62.50438,-143.39375,1,90,906.1685180664062,3.708100758863071,-216.0,20.0
62.50535,-143.5378,1,90,921.3720703125,3.71879718690027,-213.0,20.0
62.51235,-143.41006,1,42,898.7913208007812,4.4896067962252815,-216.0,20.0
62.51444,-143.51153,1,90,896.6376953125,4.785473954396281,-213.0,20.0
62.51841,-143.68453,1,90,851.5195922851562,4.207838080206922,-206.0,20.0
62.522,-143.50365,1,11,870.45703125,8.760503172170928,-213.0,20.0
62.52378,-143.32538,1,52,948.24365234375,5.279908292082577,-222.0,19.0
62.52761,-143.48237,1,90,871.2064208984375,5.22797161627471,-212.0,20.0
62.52775,-143.27122,1,42,941.6804809570312,3.905397431389925,-224.0,19.0
62.52801,-143.48347,1,90,871.2269287109375,0.1557568771482947,-212.0,20.0
62.52987,-143.26826,1,52,938.586669921875,6.301661964281954,-224.0,19.0
62.53081,-143.51817,1,52,867.3993530273438,1.3414234626871668,-212.0,20.0
62.53465,-143.27652,1,42,972.1897583007812,5.683854722979452,-224.0,19.0
62.53565,-143.09488,1,90,1090.3582763671875,1.8628763347689128,-234.0,18.0
62.53673,-142.90252,1,31,1181.411865234375,25.92580642706644,-246.0,16.0
62.54276,-143.45456,1,90,903.0521240234376,2.3806449188956096,-216.0,19.0
62.54383,-143.39845,1,90,938.7980346679688,5.585208694014641,-220.0,19.0
62.54673,-143.46978,1,90,898.9000244140625,1.7819089820154397,-215.0,19.0
62.54778,-143.00223,1,52,1208.03759765625,2.427891581454243,-241.0,17.0
62.5508,-143.40544,1,90,964.1400146484376,1.561991325056314,-220.0,19.0
62.55277,-143.01453,1,52,1206.57373046875,4.56863272332458,-241.0,17.0
62.55627,-143.40807,1,90,960.6913452148438,8.831464324604479,-219.0,19.0
62.55647,-143.41606,1,90,963.8402099609376,10.989786243117626,-219.0,19.0
62.55668,-143.37523,1,11,1028.29052734375,16.314175450908227,-222.0,18.0
62.55771,-143.85325,1,42,798.498046875,7.704462516005186,-201.0,20.0
62.55955,-143.36349,1,90,1037.8099365234375,5.110510648493352,-225.0,18.0
62.55957,-143.29232,1,90,1071.2991943359375,3.960911103572781,-228.0,18.0
62.56082,-143.36624,1,11,1033.5830078125,6.972679268881777,-225.0,18.0
62.56157,-143.41578,1,90,973.4532470703124,2.125543749605242,-220.0,19.0
62.56179,-143.37013,1,90,1032.8997802734375,4.469096721762861,-225.0,18.0
62.56192,-143.37382,1,90,1029.6103515625,13.00321886087167,-224.0,18.0
62.56338,-143.40518,1,90,994.7759399414062,9.25370949798782,-221.0,19.0
62.56673,-144.27722,1,52,738.39306640625,2.1390809774831467,-202.0,18.0
62.56762,-143.45412,1,90,929.1011352539062,2.638603815152529,-218.0,19.0
62.56991,-143.45401,1,52,935.9094848632812,7.255212044922775,-218.0,19.0
62.60555,-143.88985,1,11,724.0048217773438,3.262174915775349,-197.0,20.0
62.60571,-143.87192,1,42,730.2861328125,1.6801316326165607,-198.0,20.0
62.60914,-144.4467,1,90,632.8740844726562,2.1375024753110723,-204.0,17.0
62.61484,-144.13758,1,11,672.7681274414062,3.992028180734036,-195.0,19.0
62.6168,-144.11132,1,90,676.1765747070312,2.539638334171028,-195.0,19.0
62.62018,-144.29416,1,11,648.7000122070312,1.7073969379271174,-199.0,18.0
62.62555,-143.68156,1,90,772.0999755859375,0.7223057904219877,-207.0,20.0
62.62914,-144.32783,1,42,642.6060180664062,6.289322676897681,-201.0,18.0
62.63497,-143.89567,1,11,697.6992797851562,2.652717825775412,-196.0,20.0
62.64468,-143.87455,1,42,697.1668090820312,0.7051396673866195,-197.0,20.0
62.64718,-143.92644,1,42,693.0231323242188,5.6691069450985845,-195.0,20.0
62.85,-143.68,1,90,668.7794189453125,0.6517610376564106,-212.0,18.0
63.0,-142.0,1,90,520.022216796875,1.6599327936725703,-281.0,8.0
63.02,-142.12,1,90,519.4189453125,1.486367428358224,-278.0,9.0
63.03938,-152.01961,1,52,730.7506103515625,7.463891663208874,-193.0,27.0
63.05137,-152.10093,1,52,708.8963623046875,3.929178744046909,-194.0,26.0
63.05232,-152.10114,1,11,703.25,0.3448714371090145,-194.0,26.0
63.06898,-151.95877,1,43,704.3690795898438,14.010039348541603,-194.0,27.0
63.07034,-151.95994,1,42,702.2840576171875,28.41794233358021,-194.0,27.0
63.07358,-152.05961,1,52,665.0852661132812,7.794976133356331,-194.0,26.0
63.07402,-152.05889,1,42,658.1697998046875,8.610726901821971,-194.0,26.0
63.07513,-152.04335,1,11,655.8427734375,2.204227866920935,-194.0,26.0
63.08963,-151.99609,1,42,649.9691162109375,9.967905938011594,-194.0,26.0
63.09783,-151.81286,1,11,812.3055419921875,11.22244122956981,-194.0,27.0
63.10018,-151.82705,1,11,817.071044921875,12.460459241569406,-194.0,27.0
63.11555,-151.97726,1,42,672.3265380859375,5.098225930846653,-193.0,26.0
63.11693,-152.0156,1,42,636.7283325195312,7.398387336705562,-193.0,26.0
63.12597,-151.93882,1,42,709.8591918945312,4.723980693045848,-194.0,26.0
63.13717,-151.93861,1,42,682.0943603515625,3.03351101486503,-195.0,26.0
63.15021,-151.65775,1,52,892.5637817382812,4.533167656336507,-197.0,28.0
63.15436,-151.95534,1,42,646.1329345703125,4.617585981644995,-194.0,26.0
63.18555,-152.0662,1,42,552.0458374023438,0.0228954990755245,-194.0,25.0
63.19454,-151.86848,1,42,697.4215698242188,1.4652214909825008,-197.0,26.0
63.19701,-152.05398,1,90,564.5137939453125,2.169668014836909,-194.0,25.0
63.20816,-151.80068,1,42,697.0487060546875,6.638307966090804,-196.0,27.0
63.24089,-151.55937,1,11,763.3284301757812,7.683231466690882,-195.0,28.0
63.24372,-151.54594,1,11,762.9888305664062,6.395501966199459,-195.0,28.0
63.28183,-151.62925,1,42,648.9000854492188,3.244114871884644,-195.0,27.0
63.3042,-151.66358,1,11,619.4832153320312,9.935896801171364,-196.0,27.0
63.31434,-151.98322,1,42,453.97076416015625,7.385817229574179,-196.0,25.0
63.33741,-150.74909,1,52,814.4998779296875,17.521026982471238,-187.0,30.0
63.35152,-150.94169,1,52,771.8736572265625,21.42710410894448,-189.0,30.0
63.35687,-151.22995,1,11,595.69140625,3.136049566543701,-192.0,29.0
63.35845,-151.13305,1,52,646.29736328125,6.416330963041668,-191.0,29.0
63.3606,-150.87909,1,52,735.3757934570312,11.22577908892522,-188.0,30.0
63.36089,-150.85434,1,11,732.4655151367188,3.346881495555728,-187.0,30.0
63.36096,-150.88053,1,11,735.791748046875,9.194350857701558,-188.0,30.0
63.36782,-151.81783,1,42,439.2177734375,10.8906989312444,-196.0,25.0
63.37039,-152.79568,1,42,267.6866455078125,2.4981772729510565,-201.0,19.0
63.37259,-150.73009,1,52,796.9039916992188,7.259475558880315,-187.0,30.0
63.37402,-151.1796,1,42,607.8976440429688,6.5131597719656,-191.0,29.0
63.37956,-150.91776,1,42,722.6671142578125,12.36530695772495,-189.0,30.0
63.37978,-152.74474,1,42,276.0834045410156,7.33081727227096,-201.0,19.0
63.38278,-151.25952,1,42,578.8278198242188,6.3429792009790615,-193.0,29.0
63.38422,-151.22503,1,42,590.3142700195312,3.175879666491336,-192.0,29.0
63.39916,-152.76088,1,52,267.8970642089844,5.927143332887455,-202.0,19.0
63.4043101992456,-151.587723465,0,42,495.1392211914063,1.4487343396785302,-196.0,27.0
63.40846,-152.61903,1,52,284.9627990722656,3.500142224947989,-200.0,20.0
63.40847,-152.61965,1,52,283.599609375,3.382856225465357,-200.0,20.0
63.409,-151.58797,1,52,481.09765625,4.46579065268214,-196.0,27.0
63.4157,-151.33732,1,11,580.0291748046875,5.748223041037547,-195.0,28.0
63.43148,-152.55992,1,42,285.7199401855469,16.62852716728526,-200.0,20.0
63.44214,-150.64223,1,52,857.1964721679688,3.9384436299253176,-189.0,29.0
63.44227,-150.64432,1,11,855.5751342773438,7.538612106175849,-189.0,29.0
63.44268,-150.59038,1,52,894.8351440429688,10.504201296181137,-189.0,29.0
63.44346,-150.67882,1,52,834.3894653320312,13.614665510347743,-189.0,29.0
63.4435,-150.59729,1,52,893.316162109375,18.38734258370821,-189.0,29.0
63.44373,-150.60431,1,11,897.77001953125,0.3769394470797488,-189.0,29.0
63.44409,-150.66137,1,52,853.42431640625,13.65137938680048,-190.0,29.0
63.44425,-150.93834,1,11,680.6365966796875,8.754110141033832,-191.0,29.0
63.44701,-152.4082,1,42,299.7058410644531,4.175649683028744,-201.0,21.0
63.44731,-150.73868,1,52,801.134521484375,4.018662801918247,-189.0,29.0
63.44746,-150.98916,1,11,696.1798095703125,8.583911521718049,-192.0,29.0
63.44751,-150.74374,1,11,791.4141845703125,11.787988198152323,-189.0,29.0
63.44817,-150.76091,1,11,774.1918334960938,2.252671630403449,-190.0,29.0
63.44821,-150.7509,1,11,779.7449951171875,2.7902383838863525,-190.0,29.0
63.44838,-150.76238,1,52,771.5731811523438,0.4179616829057168,-190.0,29.0
63.44907,-150.7659,1,11,765.239990234375,9.303346158619664,-190.0,29.0
63.45573,-150.74858,1,52,819.0545654296875,5.725129496552413,-190.0,29.0
63.45942,-150.76878,1,11,804.4307250976562,18.578462535984485,-190.0,29.0
63.4617734422467,-152.550455837,0,52,282.1039428710937,1.1082844365048712,-201.0,20.0
63.46305,-152.5599,1,52,279.705078125,10.420959791128723,-201.0,20.0
63.46427,-152.24561,1,42,303.60467529296875,0.6027908324368627,-200.0,22.0
63.46577,-152.57054,1,52,276.14898681640625,4.4809405361234,-202.0,19.0
63.47385,-152.20626,1,42,297.6796875,4.310195113642368,-200.0,22.0
63.47605,-150.84348,1,52,732.4913330078125,3.85010359385746,-192.0,29.0
63.47906,-150.84029,1,52,724.3448486328125,5.220538737652742,-192.0,29.0
63.48044,-150.83969,1,52,717.1900024414062,0.5643223986846777,-192.0,29.0
63.4814,-152.24559,1,42,316.3599853515625,0.0344229867632722,-201.0,21.0
63.48649,-150.85021,1,52,691.158203125,18.793257793535336,-191.0,29.0
63.48709,-152.09988,1,52,298.8900146484375,0.0,-199.0,23.0
63.48824,-150.8668,1,52,628.445068359375,4.890065624681949,-191.0,29.0
63.50162,-152.04649,1,42,315.0831604003906,6.563942682897927,-199.0,23.0
63.51405,-151.98936,1,42,319.39044189453125,8.542779128237916,-199.0,23.0
63.51529,-152.57628,1,42,261.08624267578125,2.9884517287965067,-203.0,19.0
63.5214447142479,-152.709509136,0,52,251.93328857421875,1.5855196646595708,-205.0,18.0
63.52321,-152.65752,1,90,255.9493408203125,1.989606993319574,-203.0,19.0
63.52343,-152.71858,1,52,249.24365234375,1.5216840212180114,-205.0,18.0
63.52347,-152.54062,1,11,262.2846374511719,3.13408557016775,-202.0,19.0
63.5239,-152.55864,1,42,261.08502197265625,2.2212891973259707,-203.0,19.0
63.5262554642481,-152.566866659,0,52,265.03826904296875,1.3918861987789477,-203.0,19.0
63.531,-152.38259,1,90,297.2412414550781,13.282166371954387,-203.0,20.0
63.54045,-152.2456,1,90,278.63006591796875,3.9558693518193104,-201.0,21.0
63.5465807352484,-152.442735065,0,52,264.2750244140625,0.9875815486605632,-203.0,20.0
63.54695,-151.8411,1,11,309.9718322753906,7.491492290779204,-200.0,24.0
63.54763,-151.41882,1,11,382.7308349609375,1.9366808621067897,-197.0,26.0
63.54819,-152.51671,1,11,261.1473999023437,6.042896774342882,-203.0,19.0
63.54934,-152.51193,1,90,262.6239929199219,2.3017253841766405,-203.0,19.0
63.55103,-152.44409,1,42,262.4243469238281,4.229696295558676,-203.0,20.0
63.5552,-151.47819,1,42,331.8807983398437,9.733013260126166,-196.0,26.0
63.57,-157.73,1,95,33.3330078125,1.3941159244247798,-208.0,20.0
63.5709,-157.7326,1,52,33.682315826416016,0.233715810099798,-208.0,20.0
63.57314,-157.7284,1,95,33.251373291015625,0.0957356121507771,-208.0,20.0
63.5735,-157.7286,1,90,33.22040939331055,0.2616409606039291,-208.0,20.0
63.5736,-157.7296,1,95,33.3642692565918,0.4962834228334088,-208.0,20.0
63.5736,-157.7286,1,90,33.22588348388672,0.1140729036878471,-208.0,20.0
63.5736,-157.7276,1,90,33.38175582885742,1.7463540260618242,-208.0,20.0
63.5737,-157.7256,1,95,33.36643981933594,0.8433411580379802,-208.0,20.0
63.5738,-157.7286,1,90,33.22793960571289,0.0193679237801744,-208.0,20.0
63.5738,-157.7274,1,95,33.35240173339844,0.7237264178122556,-208.0,20.0
63.5741,-157.7231,1,95,32.79156494140625,0.2586903036168441,-209.0,20.0
63.5742,-157.7223,1,95,32.87226867675781,1.33780399252884,-209.0,20.0
63.5752,-157.7204,1,95,32.73820495605469,0.3838325780562446,-209.0,20.0
63.57984,-152.3749,1,52,261.0849914550781,2.395791922621936,-203.0,20.0
63.5852099172492,-157.737123176,0,52,33.583187103271484,0.6516830120823964,-208.0,20.0
63.59554,-152.73693,1,52,249.9014434814453,2.5878653745597013,-206.0,18.0
63.59743,-152.24538,1,90,253.66958618164065,1.3835529362771846,-203.0,21.0
63.60287,-152.52248,1,90,258.15887451171875,1.8422909576960649,-206.0,19.0
63.61307,-152.32239,1,90,258.332275390625,1.8444411302038533,-204.0,20.0
63.61308,-152.3225,1,90,258.4175720214844,1.0393847663169264,-204.0,20.0
63.62248,-152.33845,1,42,258.1209716796875,0.8182544790757865,-204.0,20.0
63.62266,-152.70843,1,90,254.14517211914065,4.463262125652756,-207.0,18.0
63.62923,-152.72489,1,52,259.3661804199219,0.6421100560092634,-208.0,18.0
63.6341,-152.46093,1,52,258.68951416015625,10.253495215765987,-205.0,19.0
63.64013,-151.10573,1,52,394.031982421875,7.418965187510247,-197.0,27.0
63.66003,-151.20459,1,42,306.275146484375,5.624040845462137,-197.0,26.0
63.67751,-152.11207,1,52,236.9512939453125,0.9180378987766412,-203.0,21.0
63.68089,-151.78332,1,42,244.71890258789065,8.069852052444709,-201.0,23.0
63.76301,-152.01902,1,90,217.68960571289065,1.7844568982044526,-206.0,21.0
63.76693,-150.15729,1,52,617.0126953125,5.399741528484944,-192.0,25.0
63.81471,-151.90966,1,42,209.44239807128903,0.8073973370599866,-205.0,21.0
63.823659517254,-151.871739438,0,71,207.8406982421875,0.942252758088643,-205.0,21.0
63.82665,-151.8799,1,11,203.5316772460937,15.763653832867222,-206.0,21.0
63.84279,-150.83354,1,43,177.37400817871094,0.7848616038706675,-197.0,25.0
63.87,-149.25,1,52,682.3114013671875,0.8075739335929318,-193.0,18.0
63.8784,-149.2535,0,51,671.2376098632812,1.2886929827362346,-193.0,18.0
63.88,-149.25,1,51,666.2149047851562,0.8134344966248285,-193.0,18.0
63.8902,-150.71002,1,11,211.2063903808593,5.84751849191975,-199.0,25.0
63.89243,-151.85441,1,71,201.61422729492188,8.798166008326943,-207.0,21.0
63.89443,-151.8566,1,90,199.9283142089844,5.4811971004472895,-207.0,21.0
63.89467,-151.92619,1,90,198.92388916015625,2.859512660139621,-208.0,20.0
63.8948,-151.95189,1,52,197.704818725586,0.6236069278055013,-209.0,20.0
63.8972544792555,-151.848657931,0,71,201.8486328125,0.6041279871205133,-208.0,21.0
63.90713,-151.85677,1,42,199.75799560546875,0.9083793042695502,-208.0,20.0
63.909,-151.895,1,71,200.8930206298828,1.0951981789672902,-208.0,20.0
63.9097,-150.91868,1,42,164.3385772705078,3.602726023536099,-201.0,24.0
63.91321,-151.88128,1,42,199.5877990722656,1.596289762001832,-208.0,20.0
63.91524,-151.7325,1,42,196.67242431640625,5.053959058440044,-208.0,21.0
63.91716,-151.61166,1,90,189.31114196777344,3.883422202290062,-208.0,22.0
63.91794,-151.81364,1,42,198.5681610107422,5.763386501048254,-208.0,21.0
63.91952,-151.90377,1,42,198.1102905273437,6.649115986043195,-208.0,20.0
63.92313,-151.9204,1,11,195.9431610107422,4.690289269723115,-209.0,20.0
63.92745,-151.655,1,11,190.99278259277344,3.4353785913389503,-207.0,21.0
63.93327,-151.72334,1,52,192.57180786132807,0.3613487225368939,-208.0,21.0
63.93548,-151.90729,1,95,197.03839111328125,6.154344088741017,-210.0,20.0
63.9358,-151.65041,1,42,193.076416015625,9.826550497518276,-208.0,21.0
63.9364,-151.56701,1,52,189.8589782714844,1.5483649726556772,-208.0,22.0
63.93829,-151.68098,1,42,190.6819305419922,1.1470191048150846,-208.0,21.0
63.9395934672563,-151.55509473,0,42,200.4997100830078,6.804724138194024,-208.0,22.0
63.94129,-151.58441,1,11,190.0019378662109,1.476871173444127,-207.0,22.0
63.94521,-151.89467,1,42,196.51629638671875,7.035120208038238,-209.0,20.0
63.94538,-151.84732,1,42,196.43360900878903,3.6220945175112016,-209.0,20.0
63.94644,-151.75889,1,42,192.22804260253903,3.4163073021181165,-209.0,21.0
63.94715,-151.78445,1,90,194.2560272216797,1.3254091333837157,-209.0,21.0
63.95001,-151.82122,1,90,197.49337768554688,12.45267773069663,-210.0,20.0
63.95127,-150.69118,1,90,171.45457458496094,5.545978991599456,-201.0,24.0
63.9573,-150.06084,1,52,398.3800048828125,0.0,-199.0,23.0
63.95917,-151.61083,1,42,192.52674865722656,14.657001391810327,-208.0,21.0
63.96242,-150.68245,1,90,173.98135375976562,0.584375924562463,-202.0,24.0
63.96282,-151.77366,1,42,195.4528961181641,12.504057289742004,-210.0,20.0
63.96368,-151.75796,1,42,193.34556579589844,12.098783837024758,-210.0,21.0
63.96842,-151.73956,1,42,192.54440307617188,10.39925519100496,-210.0,21.0
63.97314,-150.68938,1,52,172.28265380859375,6.454539597515617,-202.0,24.0
63.97582,-151.66881,1,42,193.1678466796875,8.51357338431132,-209.0,21.0
63.9782,-150.9735,1,90,157.54498291015625,2.795091664285179,-204.0,23.0
63.98055,-150.64069,1,11,175.62184143066406,2.6012008703244027,-202.0,24.0
63.98118,-151.59525,1,52,189.8736267089844,4.4869365655862445,-210.0,21.0
63.98155,-151.21363,1,11,162.96835327148438,4.780482200567419,-206.0,23.0
63.9826,-151.7936,1,42,194.86038208007807,12.680293016101723,-210.0,20.0
63.98531,-151.78919,1,90,192.7510681152344,7.055910343968794,-210.0,20.0
63.98703,-150.69173,1,42,171.8451385498047,5.350162130537904,-203.0,24.0
63.99045,-151.785,1,11,193.1796417236328,5.252568563289583,-211.0,20.0
63.99167,-151.68136,1,42,192.1600341796875,8.034905432872222,-209.0,21.0
63.99441,-150.62742,1,52,170.96530151367188,10.20447780901912,-202.0,24.0
64.02393,-151.78583,1,11,190.96090698242188,1.223197673382416,-211.0,20.0
64.03376,-151.76185,1,42,192.2601776123047,1.4196965852485175,-212.0,20.0
64.03672,-151.71151,1,43,194.1772003173828,0.9913849460637538,-211.0,20.0
64.05322,-151.69014,1,52,195.2179718017578,1.8178336812765348,-213.0,20.0
64.3235,-146.6883,0,42,251.9963836669922,0.4176469787151284,-232.0,19.0
64.38,-158.68,1,43,122.31787872314452,12.837009747777936,-206.0,17.0
64.508,-165.2961,0,72,20.094112396240234,0.2957573705334268,-146.0,23.0
64.57787292,-146.8708546,1,42,221.6000366210937,3.839330500670597,-242.0,22.0
64.63,-148.27,1,90,124.54531860351562,1.7496064011198111,-223.0,14.0
64.63,-147.7,1,42,146.29837036132812,2.3199777283251244,-229.0,21.0
64.64354757,-148.2974888,1,90,122.45440673828124,0.4439825624085537,-222.0,14.0
64.68,-148.3,1,42,123.0720672607422,1.514992753117919,-224.0,14.0
64.7,-148.32,1,42,122.53107452392578,0.6276493877529085,-224.0,14.0
64.7,-148.1,1,90,125.2223892211914,0.926402647193664,-223.0,15.0
64.71549351,-148.0111622,1,90,127.33792114257812,3.823678506440739,-224.0,15.0
64.76248821,-147.0767211,1,52,170.14883422851562,1.3129790187910595,-248.0,25.0
64.76516488,-147.0492325,1,11,176.5415802001953,2.2962163064543226,-247.0,24.0
64.76636389,-147.0276656,1,42,194.9383544921875,1.0021307282545195,-248.0,24.0
64.8,-148.0,1,22,312.9581298828125,14.691835381124433,-226.0,13.0
64.81500624,-146.9695678,1,42,181.68023681640625,1.492339017701586,-248.0,24.0
